,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
SSp-tr,0,0.002809108,0.003651075,0,0,0,0,0,0,0.000139009,0.000473412,0.000297203,0.000218756,0,0,0,0,0.042154517,0.049284401,0.052875287,0,0,0,0,0,0,0,0,0.000279102,0,0,0,0,1.63593E-05,0,0,0.004494009,0.000500277,9.54946E-05,6.94742E-05,0,3.53702E-05,0,2.83143E-05,0.000203837,0.00188182,0.005175051,0.000111256,0,0,0.00016468,1.52506E-05,0,0,0,0,0,0,0,0.000764352,0.001589625,0.005053856,0,0,0,0,0.00024954,0,1.49335E-05,2.05178E-05,0,0,0,0,0,0,0.000194784,0,0,0,0,0,0,0,0.005298629,0,3.9717E-05,0,7.75744E-07,0,0,0,1.2098E-05,0.000821402,0,0,0,0,0,0,0.000484864,0.001284387,0.000850972,0.001018556,0.00056691,3.00816E-06,3.16815E-05,0,5.89564E-07,0.006495965,0,0,0,0,0,0,0.019228602,6.7051E-05,0,0,0.003191174,0.001136968,0,0.00088775,0,0,0,0,0,0.000215824,0,0,0,0.000545441,0,0.000376298,9.91292E-05,0,0,0,0.001405143,0,1.07295E-05,0.028001086,0,0.000278439,1.15235E-05,0,0,0,0.005748733,0.00436378,0,0,0,0.000654714,0.005630215,0.008649218,1.10277E-05,0,0.013401918,0.00075947,0,0,0,0.002314652,0,0,0.001386757,0.000115545,6.87617E-05,0,0,0.007774479,0.017669002,0,0,0.058806559,0,0,0.384381807,0,0,0,0,0,0,0,0.000265664,0.005667095,4.26847E-05,0.001001268,0,0.000131288,0,0,0,1.08358E-05,0,0,0.011120706,0.001323153,0.000885491,0.010382459,0.00022745,0.000401328,0,0,0,0,0,0,1.25979E-05
SSp-ul,0.000303131,0,0,0.006071985,2.97628E-06,0,0.008753354,0.008232172,0,0,0,0,4.4231E-05,0.000295439,0.000253163,0,2.00537E-06,0,0.001163683,0.046943453,0,0.000997354,0,0.000901653,0,0.000277481,0.00314805,0.004334061,0,9.70757E-06,0.020642411,0,0.001973373,4.88345E-05,0.000157421,1.025065836,0,6.18834E-05,0,0,0.000693888,0,0,0.000113941,0,0.023419776,0.00921949,3.58069E-05,0.006975035,0.000348515,0.000104269,0,0.002267304,0.003343299,0.012630898,7.16861E-05,0.044542805,0.016403134,0.000242297,0,0,0,0,0,0,0,0.00015618,0.04044402,0.000390806,0,0,1.79994E-06,0,0,0,0,0.000175975,0,0.002330024,0.000810982,0,0,0.010200973,0,0.027814029,0.013907529,8.18032E-05,0,0,0,7.85482E-06,0,0,0.001930863,0.354701699,0.101357279,0,2.60749E-05,0,0.003884547,0,0,0,0,0,0.000137448,0,0,0,0.002284224,0,0,0,0,1.78903E-06,4.08571E-05,0,2.16489E-06,0.026827224,0.000780966,0,0.026866719,0,0,0.002973801,0.003530004,0,0,0.009181305,0,0,0,0,0,0,0,0,0.000468143,0.025574354,0,0,0.010407733,0,0,0,0,1.99546E-05,0,0,0,0,0.000840321,0.009758638,1.63533E-06,0,0,0,0,2.67729E-05,0,0,0,7.2918E-05,0.001193101,0.000192847,0,0,7.69228E-05,0.002387333,0,0,0,0,0.004256843,0.02716444,0.010343375,0.12607656,0,0.066973402,0.010404189,0,0.404999352,0.130121419,0,0.0001629,0.000130852,0,0.000453172,0,0.030110011,0.000108306,0,0,0.000605652,1.66773E-05,0.001236813,0.001153192,0,0.005578712,0.029170924,0,0,0,0,0,0,0.001012512,0,6.37029E-05,0,0,0.000155184,0.001579819
SSs,0,0,0,0,0,0,0,0.008129004,0,0.00022426,0,0,0.000400507,0,0,0.000127854,6.42838E-07,0,0,0.032257158,8.68303E-07,0,0,0,0.003270729,0.001751455,0.012140283,0,0,0,0.001989733,0,0.001450885,0,0,0.006140876,0.000148812,0,0,2.98831E-05,0,0,6.65246E-08,3.24086E-05,0,0.018430756,0,0,0,0,4.92344E-05,0,0,0.000385676,0,0,0.049873105,0,0.000628794,0,0,0,0,0,0,0,8.42507E-05,0.05961054,0,0.00040771,2.46754E-06,5.33957E-06,7.0884E-06,0,0,0,3.1376E-05,0,0.004309717,0,0,0,0.021433268,0,0.027746674,0.002577143,0,0,6.11204E-06,0,1.95144E-05,6.49877E-06,0,0,0.014354538,0.002546842,0,0,0,0,0,0.000862973,0,0.000120049,0.000252763,1.97195E-05,1.67473E-05,4.41361E-06,0,0.009969162,0,0,0,0,0,0,0,0,0.080276577,0.001851002,0.000212019,0.019205625,0,0.000245307,0.005411246,0.001134737,0.002853554,0,0,0,0,0,0,0,0,6.72915E-05,0,0.000244919,0.068475215,0.007684738,0.000425649,0.02068637,0,0,0,0,0,0,0,0,0,0.001869227,0.011385215,0,0,0,0,0,4.02786E-05,0,0,0,0.00060554,0,0,0.000237846,0,0,0.010389338,0,0,0,0.00010398,0.014948154,0.034991233,0.027870791,0.165547043,0.020679158,0.046187604,0.03093173,0.005418733,0.082734633,0.728873371,0,0,0,0,0.001528812,0.000463306,0.01592698,0,0.001163876,0,0,7.20428E-05,0.002929387,0.004008478,6.43605E-05,0.008715151,0.140602567,0,0,0,0,0,0,0.002159495,0,3.77481E-05,0.000219265,0.003774304,0,0.000199521
STN,0,0,0,0,0.001714189,0,0,0,0,0.003119234,0.012102694,0.000351253,0.001374069,0,0,0.119746037,0,0,0,0,0,0,0,0,0,0,0,0,0.000501866,0.02935101,0,0,0.12065806,0.000364912,0.002579916,0,0,0,0.003949586,0,0,0,0.000914486,0,0.051028132,0,0.004289802,0,0,0,0,0,2.61009E-05,0,0,0,0.065380524,0.000496613,0,0,0,0,0,0.060210355,0,0.000194035,0,0.02889903,0,0.000451077,0.00425981,0,1.46412E-05,0.000434659,0.030919083,0.015197042,0,0.001053886,0,0,0,0,0.032941451,0.064323574,0,0,0,0,0.00112707,0.001104571,0.001563257,0,0,0.004566096,0,0,0,0,0.026763652,1.289471679,0,0.003238665,0,0.00083194,0,0.000255367,0,0.020165892,0.053505989,0.000674121,0,0,0,0,0,0.000902128,1.065474142,0,0.028252644,0.023471066,0,0,0.041682843,7.08695E-05,0.012119039,0.000494229,0.01017653,0.208960126,0.001436345,0,0,0.037460683,0.007536479,0.000878377,0.000757093,0.005456539,3.94942E-05,0.000183988,0.071483604,0.099210442,0.002168239,0.000422348,0,0,0,0,0.000139109,0,5.45922E-06,0.005833773,0.184112248,0.110004015,0.074274648,0.111803052,0.051932274,0,0,0,0.002609012,0,1.261981314,0.059059172,0,0,0.000400864,0.02300292,0.026253506,0.028554996,0.000830624,0.031756727,0.016446542,0.021198112,0.000230636,0,0,0.003500033,0.00053323,0,0,0.000319562,0,3.56873E-05,0.002401863,0.018677533,0,0,0.002545591,0.003384333,0.001521023,0,0.002896829,0.065715764,0,0,0,0.001913866,0.036785906,0,0,0.000751726,0,0,0,0,0,0,0.084275709,0,0.007009002,0.01175504,0.015317176,0.172590158,0
SUBd,0.000847601,0,0.006631147,0.293235782,0,0.000697994,0.000506425,0.000226207,0.00025224,0,0.080238219,0.013015741,0.001172419,0,0.023330962,0,0.000504177,0,0,0.001037988,0.001578842,0,0.000289962,0.009564529,0.022895875,0.020367845,0.076755641,0,0.000157785,0,5.11801E-07,0.000161482,0.016175012,0.000915404,0.000376397,0.008400049,0,0.000543997,0,0.000138438,0,0.009231807,0,0.013234494,0,0,0,0,0.000646485,0,0.000142463,4.32018E-05,0.000437908,3.68746E-05,0,2.89435E-05,0,0.000420015,0,0,0.000648545,0,0.025097332,0.012985452,0,0,0.005322147,0,0,0,0,0,0,4.36169E-06,0.040295331,0.000219186,0.012681011,0,0.02934751,0.243166172,0.000545677,0.000670669,0,0,0,0,0.001115358,0.023996076,0,0,0,0,0.22749658,0.000895163,0.000107948,0.0015912,0.000277198,0.011965447,0,0,0.077551232,0,0.034219415,0,0,0.000384942,0.000136507,0,0,0,0,0.003133488,0.001065772,0.017066317,0,0.000295598,0.085108313,0,0,0,0,0.000327419,0.002010361,0,4.58271E-05,0,0,0.140566672,0.002869338,0.005932198,0.010052516,0,0,0,0,0,0,0.000371486,0,0,0,0,0.007821798,0,0.000195995,0.002689307,0.000846162,5.5365E-05,0,0.011101795,0.109971057,0.028322243,0,0,0,0,0,0.022230869,0.000254245,0,0,0.021292983,0.01359924,0.013394119,0.000213498,0.016598439,1.01728E-05,0.000459531,0,0.013949412,0.007333947,0,6.97774E-05,0,0,0,0.003823099,7.76551E-05,0.000647232,0.000722986,0,0.000775646,0.002063478,0,0.012932995,0,0.080816733,0,0,0,0.000214679,0,0.016460466,0.045629925,0.010049226,0,0.003069672,0.000477321,0,0.00028156,0,0,0,0,0,0,0.01114782,0.00035532,7.47861E-05,0,0,0.009585826,0
SUBv,0,0,0,0,0.003299198,0.010533648,0,0,0,1.64297E-06,0.036310358,0.005471235,0,0,0,0,0.000750498,0,0,0,0.032164685,0,0,0,0,0,0,0,3.19401E-05,0,0,4.39381E-06,0.008530379,0,0,0,1.04618E-05,0,0,0,0,0.011118906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001401868,0.000178923,0,0.002517871,0,0,0,0,0,0,0.000306862,0.012555909,0,0.003930934,5.37562E-05,0,0,0.000260859,0,0,0.001201281,0,2.43802E-05,0,0.010389644,0,0,0,0,0.134929714,0.001077841,0,0,0.000223962,0.007370678,0.000241089,0.00034777,0,9.89011E-07,0,0,0,0,0,1.2257E-06,0.000184016,0,0,0,0,0,0,0,0.012341814,0,0,0,0,0,0.00015781,4.7365E-05,0.000154007,0,3.83591E-05,0.05800334,0,0,0.00566883,0,0,0,0,0,0,0,0,0,0,0,0.004770453,0,0.004393326,0.039234056,0.002341037,0.000422862,0,0.004580755,0.084075107,0.010571634,0,0,0,0,0,0,0.004699309,0.001502479,0,0,0,0,0,0.001345608,8.63177E-06,0,3.11096E-05,0.001335049,0.003388061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009582493,0,0,0,0,0,0,0,0.002821904,0,0.003031701,0,0,0,0,0,0,0,0,0,0.002105238,0.001166711,1.01061E-06,5.39913E-07,0,0.000507581,0
SUM,0,0,0.043776569,0,0,0,0,0,0.00096611,0,0.075377543,0.010095433,0,0,0.004361649,0,0,0,0,0,0.02113663,0,0,0.131496066,0.145472064,0.010365934,0.029517045,0,0,0.003581506,0,0,0,0,0,0,0.003471902,0,0,0,0.023140801,0.065995134,0,0.010605167,0,0,0.041467444,0.018886539,0.000986916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031123709,0,0,0,0.016654518,0,0,0,0,0,0,0,0.154875741,0.004702782,0.087330177,0,0,0,0.038649931,0,0,0,0,0,0,0.007186388,0,0,0,0,0,0,0,0,0.03692288,0.111024487,0,0,0,0,0.065718362,0.01487502,0,0,0,0,0,0,0,0.003205441,0,0,0.019196568,0,0,0,0,0,0.009608468,0,0,0,0,0,0,0,0,0,0,0,0,0.005186606,0,0,0.000893237,0,0,0,0,0,0.005739172,0.005201028,0.060101814,0,0,0.011999442,0,0,0,0,0,0,0,0.002109124,0.020092694,0,0.002601416,0.038716993,0,0,0,0,0,0.023224519,0,0,0,0,0.001925114,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082480544,0.058886954,0,0,0,0,0,0,0,0.032423711,0.073245706,0,0.004010686,0,0,0,0,0.005851748,0.000653769,0.000330351,0.000241398,0.000609376,0.039297805,0.022034311,0,0,0,0,0
SUT,0,0,0,0,0,0,0,0.001512156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00171904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267302,0,0,0,0,0.000997772,0,0.000171054,0,0,0,0,0,0,0.136932273,0,0,0,0,0,0,0,0,0,0,0.281001507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056199997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000779744,0,0,0.234481652,0,0,0,0,0,0.002937671,0,0,0,0,0,0,0,0,0,0,0,0,0.015718424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007951837,0,0,0,0,0,0.004317455,0,0,0,0,0.024721086,0,0,0,0,0,0,0,0,0,0,0,0.140955381,0,0,0,0,0,0,0,0.181937881,0.037444314,0,0.01375516,0,0,0,0,0.001787233,0,0,0,0,0,0,0.10233976,0,0.026790192
SUV,0,0.000317732,0.007337045,0,0,0,0.003294919,0,0.001544868,0,0,0,0,0.000115295,0,0.03922152,0,0.001571309,0.001371954,0.002389964,0,0,0,0,0,0,0,0,0.005669789,0,0,0.004811135,0,0,0,0,0.08846658,0.018077372,0,0.011934484,0.009283037,0,0.000232075,0.000461306,0,0.000870469,0.000941109,0,0,0,0.048387687,9.12682E-05,0.000278194,0,0,0,0.187330817,0,0,0,0,0,0.001596794,0,0,0,0,0.029701961,0,0.185491473,0,0,0.000135881,0,0,0,0,0.030852877,0,0.003614134,0,0,0.046723238,0,0,0,0,0,0,0,0,1.54354E-06,0,0.003316629,0,0.000515472,0,0,0.00025563,0,0,0.094976733,0,0.0388673,0,0.001640011,0,0,0,0,0,0.000610084,0,0,0,0.000435071,0,0.000597921,0,0.010216961,0.021945678,0.000357806,0,0.017308095,0.01198075,0,0,0,0.002739821,0.000747387,0,0,0,0.001588617,0,0.010894887,0.001669661,0,0.82570443,0.360465703,0.015593397,0,0,0.001475692,0,0,0,0,0.01927198,0,0,0,0.047295158,0.047859516,0,0,0.003471075,0.003621273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298771185,0,0,0,0.011733219,0.001247853,0.001795989,0.002605691,0.000377969,0.001046686,0.008183903,0.000293418,0.00061792,0,0,0,0.130980189,0.000770596,0.001321583,0.045051303,0,0.001479135,0,0.036602862,0,0.027929652,0,0,0.000314529,0,0,0.001806341,0,0.000335541,0,0,0,0,0,0.017094842,0.033343823
TEa,0.000951712,0,0,0.029027413,0,0,0.017315141,0.010020226,0.001453109,3.89983E-05,0,0,0,0,0,0.000105064,1.15178E-05,0,0,0,0,0.016438199,0.001358459,0.002937932,0,0,0,0.010365794,0,0.000137416,0.019533554,0,0.01170108,3.5129E-05,0.001077743,0.65495304,0,0,0,3.62657E-05,0,0,0,0,3.26118E-05,0.166250364,0.031057938,0,0.005379749,0.000998762,0,0,0.00394492,0.006172032,0.032228537,0,0.001701821,0.026400238,0.001243729,0,0,0,0,0.004999322,1.42469E-05,0,0.000307856,0.004999053,0.008490194,5.06069E-06,0,2.12348E-05,5.37044E-05,0,0,0,0.000341235,0,0.000216764,0,0,0.000269541,0.000639698,0.002714904,0,0,0.000332061,0,0,4.64545E-06,0.000129704,0,0,0,0.040391091,0.017961836,0,9.18453E-05,0.000305689,0.002360374,0,0,0,0,0,0.000448097,0,0,9.37681E-05,0,0.002609863,0.00031009,0.001264084,0.009827743,0,0.000517433,0.00377141,0,0.007422793,0.000842406,0,0.019712353,0.002838302,0,0.001292287,0,0,0,0.013870007,0.000800214,0,0.000805584,8.2285E-05,0,1.45849E-05,0,0,0,0.003213662,0,0,0.000962026,0,0,0,0.006487537,0,0,0,0,0,0.006196019,0.001042367,0,0,0,0,0,0,0,0.018770726,0.011960431,0,0.007632543,0,0.002102084,6.78004E-05,0.000476935,0,0.003503874,0.002540164,0.001142866,0,0.000903965,0.000262828,0.001355224,0.040423719,0,0.02431358,0.014478146,0,0.021568566,0.079714428,8.66848E-05,0,0,0,0.000251019,1.5097E-05,0.312899961,0.00261258,0,0,0,0.000354216,0.000184209,0.00083037,0,0.000501922,0.031037639,0.0036978,0.021381872,0.013986449,0,0,0.00956947,0.005429098,0,0,0,0.006231215,0.000203653,0
TR,0,0,0,0,0,0,0,0,0,0,0,0,0.000362139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43557E-05,0,0,0,0,0,0,0,0,0.000143199,5.0904E-05,6.31833E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4655E-07,4.11003E-05,0,0,0,5.91389E-06,0,7.2226E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120376,2.5166E-05,0,0,0,0,0,0,0,0,0,0,0,0,1.65934E-06,0,0,0,0,8.6329E-06,0,0,2.39531E-05,0,0,0,0,0,0,0,0,0,5.75236E-05,0,0,0,6.95612E-05,0,0,0,0,0,0,0,0,0,8.05804E-05,0,0,0,0.000138697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106867,0,0,0,0,0,0.000229522,4.11579E-05,0,0,0,5.82905E-05,0,0,0,0.000335173,0,2.58154E-05,7.47096E-06,0,6.9902E-05,0.000188604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67879E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRN,0,0,0,0,0,0.003419564,0,0,0,0,0.000453829,0,0.542044724,7.52181E-05,0,0,0.000384956,0,0,0,0,0,0.000679193,0.008551862,0,0,0,0,0.12089782,0,0,0.004460754,0.011577409,0.001061715,0,0,0.029403086,0.229482085,0.001250323,0.02983475,0,0.00795768,0,0,0.019865855,0,0,0,0,0,0.156995283,0.003995831,0,0,0,0,0,0,0,0,0,0,0,0.009209852,0,0,0.011524153,0,0,0,0,9.93016E-06,0.000197236,0.005823134,0.106533996,0,0.01854085,0,0,0.009122979,0,0,0.023234882,0.010101682,0,0,0.002795096,0.007294938,0,0.00065471,0,3.07059E-06,0,0,0,0,0.001000863,0.014260347,0.002714287,0.178314589,0.010226252,0.000766569,0.027257063,0.009856079,0.012882358,0.000727992,0.022800661,2.92897E-05,0.003836033,0,0,0,0,0,0,5.97251E-05,0.172039199,0,0,0.024895481,0.042398508,0,0.006506901,1.446378318,0.296314357,0,0,0.014902178,0.001967321,0,0.000668632,0,0,0.000364833,0,0.016095241,0,0.666012604,0.037458078,0.096283085,0,0.09407841,0,0,0.003943433,0.016251836,0.000203755,0.000984166,0.117157815,0.002052453,0,0.003789819,0.010442435,0.011010223,0.016854069,0,0,0,4.22013E-05,0.000576594,0.07128543,0.00266509,0.000560139,0,0,0.000325572,0.009670761,0,0,0.002593416,0.000724085,0.000846162,0,0,0,0,0.000921477,0,0,0.000139053,0,0,0,0.001593443,0,0,0.002477372,0,0,0,0.000165917,0.007671942,0.000672231,0,0.006790563,0,0,0.070893366,0,0,0,0,0,0,0,0,0.00671014,0.000523646,0,0.000150497,0,0.038820318,0
TRS,0.035615254,0,0,0,0.000935145,0,0,0,0,0,0,0,0.00450705,0,0,0,0,0,0,0,0,0,0,0,0,0.124153925,0,0,0.000966504,0,0,0,0.019653676,0.00129771,0,0,0,0.003065706,0,0.000253623,0,0,4.20164E-09,0,0,0.024353452,0,0,0,0.000648284,0,3.06523E-06,0,0,0,0,0,0,0,0,0,0,0,0,0.000135371,0,0,0,0,1.56973E-05,0.003948029,0.003305442,0,0.000994556,0.268347736,0.000231205,0.386921891,0,0.036941165,0.372153826,0,0.089481444,0,0.018552802,0,0,0,0.023991559,0,0,0,0.064969781,0,0,0.01856984,0.012130129,0,0,0,0,1.067727636,0,1.474371128,0,0,0.00148578,0.000813096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001520237,0,0,0,0.140624882,0,0,0,0.000396922,0,0.005599092,0,0,0,0.000286656,0,0,0,0,0.006035341,0,0,0.012686403,0,0,9.64962E-05,0,0.050449797,0.013606149,0,0,0,0,0.001982322,0,0,0,0,0,0,0,0.002678048,0.001301422,0,0.000438717,0,0,0,0,0.00020061,0,9.01527E-06,0,0.002983766,0.007513609,0.000122523,0,0.003034878,0.013037948,0,0,0.016825961,0,0.076846686,0,7.92373E-06,0,0,0,0,0,0,0,0,0.000486455,0,0,0,0,0,0,0,0,0,0,0.000187952,0.000308709,0,0.02667786,0
TT,0.004323172,0,0.013748746,0,0,0.000867598,0,0,0,0,0,0,0,0,0,0,0.000981861,0,0,0,0,0.001292827,0.003029639,0.011198872,0,0,0.000175735,0.001209741,0,0,0,0,0,0.002993737,0.000960355,0,0,0.000218012,0,0.000108751,0.000326846,0.000682221,0,0.010158846,0,0,0,0,0,0.002755766,0,0,0,0.001346279,0,0,0,0,0.000671301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021141949,0,0.012892862,0,0.004318029,0.143571566,9.52864E-05,0.003112657,0,0,0,0,0.005515288,0.006886418,7.64342E-06,0,1.32002E-05,3.38699E-06,0.007796164,0,0,0,0.002375228,0.012621065,0,0,0.059416909,0,0.100129967,0,0,0.00827902,0,0,0,0,0,0,0,0.042921369,0.000125835,0.001287021,0,0,0,0,0,0,0,0,0,0,0,0.017765716,0,0,0.003564437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005842519,0,0.001393759,0.004539677,0,0.001719587,0.007051087,0,0,0,0,0,0,0,0,0.001621761,0,0,0.003765802,0.011541728,0.000250266,0.00310745,0,0,0,0,0,0,0,0,0,0,0,0,6.87062E-05,0.000204811,0,0.000120096,0.000609031,0,0,0,0.01028648,0,0,0,0.000169168,0,0.001583855,0.068423369,0.002596019,0,0,0,0,0,0,0,0,0,0,0,0.000941499,0.000573689,0,0,2.31664E-05,0.001244822,0
TU,0.026965603,0,0,0,0,0.372117486,0,0,0,0,0,0.001253991,0.000970862,0,0,0.035423917,0,0,0,0,0,0.072894361,0.102572208,0.060481352,0,0,0,0.181285342,0.004525694,0,0,0.002971938,0,0.012090178,0.060831112,0,0.030901389,0.00026999,0.030573189,0,0,0.025957399,0,0,0,0,0,0,0,0.009880734,0,8.82094E-05,0,0.001104868,0.006882727,0.002171423,0,0,0.013443621,0.000688464,0.011250904,0.050205474,0,0,0,0,0.014232205,0,0.077997151,0,0.006825717,0.00767246,0.022847974,0,0.650059665,0.036455192,0.211861158,0,3.36049E-05,0.173236139,0,0.006115776,0.000353974,0,0,0,0.15807271,0.080696274,0.015374495,0.017139342,0.034454726,0,0.004896501,0.004473714,0,0,0,0.196380385,0.022275055,0.328492399,0.069359031,0.002591174,0.087771018,0.006186742,0.007629746,0.004791168,0.000484884,0.009765299,0.020899653,0,0,0,0,0,0,0.015395204,1.193710322,0,0,0.032797021,0.033800381,0,0,0,0,0,0,0.158963322,0,0,0.002145957,0.012529317,0.014644781,0,0.014654424,0.016579377,0,0.000502018,0.014476495,0.017818462,0.000117253,0,0.010298163,0,0,0,0.001394762,0.002903111,0,0.230286297,0.133918194,0,0,0.002778434,0.006073214,0,0,0,0.023405318,0,0.899089675,0.023396166,0.00669434,0.235584104,0,0.000642803,0,0,0,0,0.002237034,0.039336006,0,0,0,0,0.002945388,0,0,0,0,0.002059463,0,0.005526059,0,0,0.0038187,0,0.00051984,0.001113792,0.008329943,0,0.004032806,0,0.055821661,0,0,0,0,0,0,0,0,0,0,0,0.0146059,0.051993473,0.003329558,0.002724544,0.001211534,0.012799754,0
V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241117335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106237876,0,0,0,0,0,0,0.032165004,0.013947576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012474485,0,0,0,0.005702543,0,0,0,0,0.018738539,0.011357926,0,0,0,0,0,0,0.106762818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132094587,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06955E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013452447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000639948,0,0,0,0,0,0,0,0,0,0,0
VAL,0,0.047422869,0.032689137,0,0,0.000475577,0,0,0,0,0.004962005,0.002105478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182133,0,0,0,0,0,0,0,0,0,0.000348993,0,0,0.003211487,0.000436673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000308552,0.000702285,0,0,0.000301335,0.002207109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194601,0,0,0,0.000480092,0,0,0,0,0,0,0,0,0,0,0,0,0.000219472,0,0,0,0.013275136,0,0.003318719,0,0,0,0,0.00014888,0.000725929,0,0,0,0,0,0,0.00063523,0,0.001031663,0.002946941,0,0,0,0,0.040470383,0.008674979,0,0,0,0,0,0,0.001623539,0,0,0,0,0,0,0.007312925,0,0,0,0,0.00131014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001549655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
